run_id;RF;Ni_pct;Cu_pct;contamination;k0_eff;Gamma_eff;Au_fraction;I_peak_nA;E_peak_V;FWHM_mV;I_baseline_uA;sigma_baseline_nA;SNR;R2_gaussian;baseline_ratio_pct;status;output_dir;frequency;R_u;IR_drop_mV;K_dimensionless;swv_png;components_png;baseline_png;data_csv
120;3.0;2;0;0.3;27.44;5.44e-08;0.68;1865.6758;-0.24;56.0;3.4562;3.87;482.6;0.999;64.9;OK;120_RF3.0_Ni2_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;120_RF3.0_Ni2_Cu0_C0/deliverables/120_RF3.0_Ni2_Cu0_C0_SWV_curve.png;120_RF3.0_Ni2_Cu0_C0/deliverables/120_RF3.0_Ni2_Cu0_C0_components.png;120_RF3.0_Ni2_Cu0_C0/deliverables/120_RF3.0_Ni2_Cu0_C0_baseline_zoom.png;120_RF3.0_Ni2_Cu0_C0/swv_data.csv
121;3.0;2;2;0.0;27.44;7.68e-08;0.96;3767.3765;-0.24;56.0;3.656;4.63;814.4;0.999;49.2;OK;121_RF3.0_Ni2_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;121_RF3.0_Ni2_Cu2_C0/deliverables/121_RF3.0_Ni2_Cu2_C0_SWV_curve.png;121_RF3.0_Ni2_Cu2_C0/deliverables/121_RF3.0_Ni2_Cu2_C0_components.png;121_RF3.0_Ni2_Cu2_C0/deliverables/121_RF3.0_Ni2_Cu2_C0_baseline_zoom.png;121_RF3.0_Ni2_Cu2_C0/swv_data.csv
122;3.0;2;2;0.1;27.44;6.88e-08;0.86;3039.7506;-0.24;56.0;3.6558;4.46;682.3;0.999;54.6;OK;122_RF3.0_Ni2_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;122_RF3.0_Ni2_Cu2_C0/deliverables/122_RF3.0_Ni2_Cu2_C0_SWV_curve.png;122_RF3.0_Ni2_Cu2_C0/deliverables/122_RF3.0_Ni2_Cu2_C0_components.png;122_RF3.0_Ni2_Cu2_C0/deliverables/122_RF3.0_Ni2_Cu2_C0_baseline_zoom.png;122_RF3.0_Ni2_Cu2_C0/swv_data.csv
123;3.0;2;2;0.3;27.44;5.28e-08;0.66;1808.3654;-0.24;56.0;3.6555;4.2;430.6;0.999;66.9;OK;123_RF3.0_Ni2_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;123_RF3.0_Ni2_Cu2_C0/deliverables/123_RF3.0_Ni2_Cu2_C0_SWV_curve.png;123_RF3.0_Ni2_Cu2_C0/deliverables/123_RF3.0_Ni2_Cu2_C0_components.png;123_RF3.0_Ni2_Cu2_C0/deliverables/123_RF3.0_Ni2_Cu2_C0_baseline_zoom.png;123_RF3.0_Ni2_Cu2_C0/swv_data.csv
124;3.0;2;5;0.0;27.44;7.44e-08;0.93;3649.7282;-0.24;56.0;3.9541;4.44;822.6;0.999;52.0;OK;124_RF3.0_Ni2_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;124_RF3.0_Ni2_Cu5_C0/deliverables/124_RF3.0_Ni2_Cu5_C0_SWV_curve.png;124_RF3.0_Ni2_Cu5_C0/deliverables/124_RF3.0_Ni2_Cu5_C0_components.png;124_RF3.0_Ni2_Cu5_C0/deliverables/124_RF3.0_Ni2_Cu5_C0_baseline_zoom.png;124_RF3.0_Ni2_Cu5_C0/swv_data.csv
125;3.0;2;5;0.1;27.44;6.64e-08;0.83;2933.407;-0.24;56.0;3.9535;4.51;651.1;0.999;57.4;OK;125_RF3.0_Ni2_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;125_RF3.0_Ni2_Cu5_C0/deliverables/125_RF3.0_Ni2_Cu5_C0_SWV_curve.png;125_RF3.0_Ni2_Cu5_C0/deliverables/125_RF3.0_Ni2_Cu5_C0_components.png;125_RF3.0_Ni2_Cu5_C0/deliverables/125_RF3.0_Ni2_Cu5_C0_baseline_zoom.png;125_RF3.0_Ni2_Cu5_C0/swv_data.csv
126;3.0;2;5;0.3;27.44;5.04e-08;0.63;1730.812;-0.24;56.0;3.954;4.26;406.6;0.999;69.6;OK;126_RF3.0_Ni2_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;126_RF3.0_Ni2_Cu5_C0/deliverables/126_RF3.0_Ni2_Cu5_C0_SWV_curve.png;126_RF3.0_Ni2_Cu5_C0/deliverables/126_RF3.0_Ni2_Cu5_C0_components.png;126_RF3.0_Ni2_Cu5_C0/deliverables/126_RF3.0_Ni2_Cu5_C0_baseline_zoom.png;126_RF3.0_Ni2_Cu5_C0/swv_data.csv
127;3.0;5;0;0.0;27.44;7.6e-08;0.95;3718.5572;-0.24;56.0;3.6627;9.09;409.0;0.999;49.6;OK;127_RF3.0_Ni5_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;127_RF3.0_Ni5_Cu0_C0/deliverables/127_RF3.0_Ni5_Cu0_C0_SWV_curve.png;127_RF3.0_Ni5_Cu0_C0/deliverables/127_RF3.0_Ni5_Cu0_C0_components.png;127_RF3.0_Ni5_Cu0_C0/deliverables/127_RF3.0_Ni5_Cu0_C0_baseline_zoom.png;127_RF3.0_Ni5_Cu0_C0/swv_data.csv
128;3.0;5;0;0.1;27.44;6.8e-08;0.85;2996.0358;-0.24;56.0;3.6625;9.14;327.9;0.999;55.0;OK;128_RF3.0_Ni5_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;128_RF3.0_Ni5_Cu0_C0/deliverables/128_RF3.0_Ni5_Cu0_C0_SWV_curve.png;128_RF3.0_Ni5_Cu0_C0/deliverables/128_RF3.0_Ni5_Cu0_C0_components.png;128_RF3.0_Ni5_Cu0_C0/deliverables/128_RF3.0_Ni5_Cu0_C0_baseline_zoom.png;128_RF3.0_Ni5_Cu0_C0/swv_data.csv
129;3.0;5;0;0.3;27.44;5.2e-08;0.65;1773.9702;-0.24;56.0;3.6628;8.96;198.0;0.999;67.4;OK;129_RF3.0_Ni5_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;129_RF3.0_Ni5_Cu0_C0/deliverables/129_RF3.0_Ni5_Cu0_C0_SWV_curve.png;129_RF3.0_Ni5_Cu0_C0/deliverables/129_RF3.0_Ni5_Cu0_C0_components.png;129_RF3.0_Ni5_Cu0_C0/deliverables/129_RF3.0_Ni5_Cu0_C0_baseline_zoom.png;129_RF3.0_Ni5_Cu0_C0/swv_data.csv
130;3.0;5;2;0.0;27.44;7.44e-08;0.93;3644.1408;-0.24;56.0;3.8616;8.29;439.7;0.999;51.4;OK;130_RF3.0_Ni5_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;130_RF3.0_Ni5_Cu2_C0/deliverables/130_RF3.0_Ni5_Cu2_C0_SWV_curve.png;130_RF3.0_Ni5_Cu2_C0/deliverables/130_RF3.0_Ni5_Cu2_C0_components.png;130_RF3.0_Ni5_Cu2_C0/deliverables/130_RF3.0_Ni5_Cu2_C0_baseline_zoom.png;130_RF3.0_Ni5_Cu2_C0/swv_data.csv
131;3.0;5;2;0.1;27.44;6.64e-08;0.83;2925.5309;-0.24;56.0;3.8606;8.52;343.2;0.999;56.9;OK;131_RF3.0_Ni5_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;131_RF3.0_Ni5_Cu2_C0/deliverables/131_RF3.0_Ni5_Cu2_C0_SWV_curve.png;131_RF3.0_Ni5_Cu2_C0/deliverables/131_RF3.0_Ni5_Cu2_C0_components.png;131_RF3.0_Ni5_Cu2_C0/deliverables/131_RF3.0_Ni5_Cu2_C0_baseline_zoom.png;131_RF3.0_Ni5_Cu2_C0/swv_data.csv
132;3.0;5;2;0.3;27.44;5.04e-08;0.63;1721.6884;-0.24;56.0;3.8616;8.8;195.6;0.9989;69.2;OK;132_RF3.0_Ni5_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;132_RF3.0_Ni5_Cu2_C0/deliverables/132_RF3.0_Ni5_Cu2_C0_SWV_curve.png;132_RF3.0_Ni5_Cu2_C0/deliverables/132_RF3.0_Ni5_Cu2_C0_components.png;132_RF3.0_Ni5_Cu2_C0/deliverables/132_RF3.0_Ni5_Cu2_C0_baseline_zoom.png;132_RF3.0_Ni5_Cu2_C0/swv_data.csv
133;3.0;5;5;0.0;27.44;7.2e-08;0.9;3522.7112;-0.24;56.0;4.1605;9.27;380.1;0.999;54.1;OK;133_RF3.0_Ni5_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;133_RF3.0_Ni5_Cu5_C0/deliverables/133_RF3.0_Ni5_Cu5_C0_SWV_curve.png;133_RF3.0_Ni5_Cu5_C0/deliverables/133_RF3.0_Ni5_Cu5_C0_components.png;133_RF3.0_Ni5_Cu5_C0/deliverables/133_RF3.0_Ni5_Cu5_C0_baseline_zoom.png;133_RF3.0_Ni5_Cu5_C0/swv_data.csv
134;3.0;5;5;0.1;27.44;6.4e-08;0.8;2825.076;-0.24;56.0;4.1591;9.25;305.5;0.999;59.5;OK;134_RF3.0_Ni5_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;134_RF3.0_Ni5_Cu5_C0/deliverables/134_RF3.0_Ni5_Cu5_C0_SWV_curve.png;134_RF3.0_Ni5_Cu5_C0/deliverables/134_RF3.0_Ni5_Cu5_C0_components.png;134_RF3.0_Ni5_Cu5_C0/deliverables/134_RF3.0_Ni5_Cu5_C0_baseline_zoom.png;134_RF3.0_Ni5_Cu5_C0/swv_data.csv
135;3.0;5;5;0.3;27.44;4.8e-08;0.6;1637.8844;-0.24;56.0;4.1605;7.78;210.4;0.9989;71.7;OK;135_RF3.0_Ni5_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;135_RF3.0_Ni5_Cu5_C0/deliverables/135_RF3.0_Ni5_Cu5_C0_SWV_curve.png;135_RF3.0_Ni5_Cu5_C0/deliverables/135_RF3.0_Ni5_Cu5_C0_components.png;135_RF3.0_Ni5_Cu5_C0/deliverables/135_RF3.0_Ni5_Cu5_C0_baseline_zoom.png;135_RF3.0_Ni5_Cu5_C0/swv_data.csv
136;3.0;10;0;0.0;27.44;7.2e-08;0.9;3515.0128;-0.24;56.0;4.0046;17.01;206.6;0.9989;53.2;OK;136_RF3.0_Ni10_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;136_RF3.0_Ni10_Cu0_C0/deliverables/136_RF3.0_Ni10_Cu0_C0_SWV_curve.png;136_RF3.0_Ni10_Cu0_C0/deliverables/136_RF3.0_Ni10_Cu0_C0_components.png;136_RF3.0_Ni10_Cu0_C0/deliverables/136_RF3.0_Ni10_Cu0_C0_baseline_zoom.png;136_RF3.0_Ni10_Cu0_C0/swv_data.csv
137;3.0;10;0;0.1;27.44;6.4e-08;0.8;2804.5215;-0.24;56.0;4.0055;16.12;174.0;0.9989;58.8;OK;137_RF3.0_Ni10_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;137_RF3.0_Ni10_Cu0_C0/deliverables/137_RF3.0_Ni10_Cu0_C0_SWV_curve.png;137_RF3.0_Ni10_Cu0_C0/deliverables/137_RF3.0_Ni10_Cu0_C0_components.png;137_RF3.0_Ni10_Cu0_C0/deliverables/137_RF3.0_Ni10_Cu0_C0_baseline_zoom.png;137_RF3.0_Ni10_Cu0_C0/swv_data.csv
138;3.0;10;0;0.3;27.44;4.8e-08;0.6;1623.5734;-0.24;56.0;4.0061;16.15;100.5;0.9985;71.2;OK;138_RF3.0_Ni10_Cu0_C0;25.0;0.0;0.0;1.0976000000000001;138_RF3.0_Ni10_Cu0_C0/deliverables/138_RF3.0_Ni10_Cu0_C0_SWV_curve.png;138_RF3.0_Ni10_Cu0_C0/deliverables/138_RF3.0_Ni10_Cu0_C0_components.png;138_RF3.0_Ni10_Cu0_C0/deliverables/138_RF3.0_Ni10_Cu0_C0_baseline_zoom.png;138_RF3.0_Ni10_Cu0_C0/swv_data.csv
139;3.0;10;2;0.0;27.44;7.04e-08;0.88;3430.8575;-0.24;56.0;4.2053;15.58;220.2;0.999;55.1;OK;139_RF3.0_Ni10_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;139_RF3.0_Ni10_Cu2_C0/deliverables/139_RF3.0_Ni10_Cu2_C0_SWV_curve.png;139_RF3.0_Ni10_Cu2_C0/deliverables/139_RF3.0_Ni10_Cu2_C0_components.png;139_RF3.0_Ni10_Cu2_C0/deliverables/139_RF3.0_Ni10_Cu2_C0_baseline_zoom.png;139_RF3.0_Ni10_Cu2_C0/swv_data.csv
140;3.0;10;2;0.1;27.44;6.24e-08;0.78;2734.9064;-0.24;56.0;4.2053;17.87;153.1;0.9989;60.6;OK;140_RF3.0_Ni10_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;140_RF3.0_Ni10_Cu2_C0/deliverables/140_RF3.0_Ni10_Cu2_C0_SWV_curve.png;140_RF3.0_Ni10_Cu2_C0/deliverables/140_RF3.0_Ni10_Cu2_C0_components.png;140_RF3.0_Ni10_Cu2_C0/deliverables/140_RF3.0_Ni10_Cu2_C0_baseline_zoom.png;140_RF3.0_Ni10_Cu2_C0/swv_data.csv
141;3.0;10;2;0.3;27.44;4.64e-08;0.58;1576.1896;-0.24;56.0;4.2058;17.71;89.0;0.9983;72.7;OK;141_RF3.0_Ni10_Cu2_C0;25.0;0.0;0.0;1.0976000000000001;141_RF3.0_Ni10_Cu2_C0/deliverables/141_RF3.0_Ni10_Cu2_C0_SWV_curve.png;141_RF3.0_Ni10_Cu2_C0/deliverables/141_RF3.0_Ni10_Cu2_C0_components.png;141_RF3.0_Ni10_Cu2_C0/deliverables/141_RF3.0_Ni10_Cu2_C0_baseline_zoom.png;141_RF3.0_Ni10_Cu2_C0/swv_data.csv
142;3.0;10;5;0.0;27.44;6.8e-08;0.85;3319.2069;-0.24;56.0;4.5042;16.78;197.8;0.999;57.6;OK;142_RF3.0_Ni10_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;142_RF3.0_Ni10_Cu5_C0/deliverables/142_RF3.0_Ni10_Cu5_C0_SWV_curve.png;142_RF3.0_Ni10_Cu5_C0/deliverables/142_RF3.0_Ni10_Cu5_C0_components.png;142_RF3.0_Ni10_Cu5_C0/deliverables/142_RF3.0_Ni10_Cu5_C0_baseline_zoom.png;142_RF3.0_Ni10_Cu5_C0/swv_data.csv
143;3.0;10;5;0.1;27.44;6e-08;0.75;2634.0306;-0.24;56.0;4.5042;17.44;151.0;0.9988;63.1;OK;143_RF3.0_Ni10_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;143_RF3.0_Ni10_Cu5_C0/deliverables/143_RF3.0_Ni10_Cu5_C0_SWV_curve.png;143_RF3.0_Ni10_Cu5_C0/deliverables/143_RF3.0_Ni10_Cu5_C0_components.png;143_RF3.0_Ni10_Cu5_C0/deliverables/143_RF3.0_Ni10_Cu5_C0_baseline_zoom.png;143_RF3.0_Ni10_Cu5_C0/swv_data.csv
144;3.0;10;5;0.3;27.44;4.4e-08;0.55;1488.3346;-0.24;56.0;4.5042;17.66;84.3;0.9982;75.2;OK;144_RF3.0_Ni10_Cu5_C0;25.0;0.0;0.0;1.0976000000000001;144_RF3.0_Ni10_Cu5_C0/deliverables/144_RF3.0_Ni10_Cu5_C0_SWV_curve.png;144_RF3.0_Ni10_Cu5_C0/deliverables/144_RF3.0_Ni10_Cu5_C0_components.png;144_RF3.0_Ni10_Cu5_C0/deliverables/144_RF3.0_Ni10_Cu5_C0_baseline_zoom.png;144_RF3.0_Ni10_Cu5_C0/swv_data.csv
145;5.0;0;0;0.0;15.06;8e-08;1.0;4108.7599;-0.244;60.0;5.5316;3.16;1301.4;0.9984;57.4;OK;145_RF5.0_Ni0_Cu0_C0;25.0;0.0;0.0;0.6024;145_RF5.0_Ni0_Cu0_C0/deliverables/145_RF5.0_Ni0_Cu0_C0_SWV_curve.png;145_RF5.0_Ni0_Cu0_C0/deliverables/145_RF5.0_Ni0_Cu0_C0_components.png;145_RF5.0_Ni0_Cu0_C0/deliverables/145_RF5.0_Ni0_Cu0_C0_baseline_zoom.png;145_RF5.0_Ni0_Cu0_C0/swv_data.csv
146;5.0;0;0;0.1;15.06;7.2e-08;0.9;3326.6485;-0.244;60.0;5.532;2.7;1231.8;0.9984;62.4;OK;146_RF5.0_Ni0_Cu0_C0;25.0;0.0;0.0;0.6024;146_RF5.0_Ni0_Cu0_C0/deliverables/146_RF5.0_Ni0_Cu0_C0_SWV_curve.png;146_RF5.0_Ni0_Cu0_C0/deliverables/146_RF5.0_Ni0_Cu0_C0_components.png;146_RF5.0_Ni0_Cu0_C0/deliverables/146_RF5.0_Ni0_Cu0_C0_baseline_zoom.png;146_RF5.0_Ni0_Cu0_C0/swv_data.csv
147;5.0;0;0;0.3;15.06;5.6e-08;0.7;2006.2591;-0.24;60.0;5.5311;2.26;886.8;0.9985;73.4;OK;147_RF5.0_Ni0_Cu0_C0;25.0;0.0;0.0;0.6024;147_RF5.0_Ni0_Cu0_C0/deliverables/147_RF5.0_Ni0_Cu0_C0_SWV_curve.png;147_RF5.0_Ni0_Cu0_C0/deliverables/147_RF5.0_Ni0_Cu0_C0_components.png;147_RF5.0_Ni0_Cu0_C0/deliverables/147_RF5.0_Ni0_Cu0_C0_baseline_zoom.png;147_RF5.0_Ni0_Cu0_C0/swv_data.csv
148;5.0;0;2;0.0;15.06;7.84e-08;0.98;4020.621;-0.244;60.0;5.8632;3.79;1060.1;0.9984;59.3;OK;148_RF5.0_Ni0_Cu2_C0;25.0;0.0;0.0;0.6024;148_RF5.0_Ni0_Cu2_C0/deliverables/148_RF5.0_Ni0_Cu2_C0_SWV_curve.png;148_RF5.0_Ni0_Cu2_C0/deliverables/148_RF5.0_Ni0_Cu2_C0_components.png;148_RF5.0_Ni0_Cu2_C0/deliverables/148_RF5.0_Ni0_Cu2_C0_baseline_zoom.png;148_RF5.0_Ni0_Cu2_C0/swv_data.csv
149;5.0;0;2;0.1;15.06;7.04e-08;0.88;3252.241;-0.24;60.0;5.8621;2.79;1166.0;0.9984;64.3;OK;149_RF5.0_Ni0_Cu2_C0;25.0;0.0;0.0;0.6024;149_RF5.0_Ni0_Cu2_C0/deliverables/149_RF5.0_Ni0_Cu2_C0_SWV_curve.png;149_RF5.0_Ni0_Cu2_C0/deliverables/149_RF5.0_Ni0_Cu2_C0_components.png;149_RF5.0_Ni0_Cu2_C0/deliverables/149_RF5.0_Ni0_Cu2_C0_baseline_zoom.png;149_RF5.0_Ni0_Cu2_C0/swv_data.csv
150;5.0;0;2;0.3;15.06;5.44e-08;0.68;1951.0231;-0.244;60.0;5.864;2.95;661.5;0.9984;75.0;OK;150_RF5.0_Ni0_Cu2_C0;25.0;0.0;0.0;0.6024;150_RF5.0_Ni0_Cu2_C0/deliverables/150_RF5.0_Ni0_Cu2_C0_SWV_curve.png;150_RF5.0_Ni0_Cu2_C0/deliverables/150_RF5.0_Ni0_Cu2_C0_components.png;150_RF5.0_Ni0_Cu2_C0/deliverables/150_RF5.0_Ni0_Cu2_C0_baseline_zoom.png;150_RF5.0_Ni0_Cu2_C0/swv_data.csv
151;5.0;0;5;0.0;15.06;7.6e-08;0.95;3896.6908;-0.244;60.0;6.3618;3.21;1212.5;0.9984;62.0;OK;151_RF5.0_Ni0_Cu5_C0;25.0;0.0;0.0;0.6024;151_RF5.0_Ni0_Cu5_C0/deliverables/151_RF5.0_Ni0_Cu5_C0_SWV_curve.png;151_RF5.0_Ni0_Cu5_C0/deliverables/151_RF5.0_Ni0_Cu5_C0_components.png;151_RF5.0_Ni0_Cu5_C0/deliverables/151_RF5.0_Ni0_Cu5_C0_baseline_zoom.png;151_RF5.0_Ni0_Cu5_C0/swv_data.csv
152;5.0;0;5;0.1;15.06;6.8e-08;0.85;3140.6509;-0.244;60.0;6.362;3.72;843.6;0.9984;66.9;OK;152_RF5.0_Ni0_Cu5_C0;25.0;0.0;0.0;0.6024;152_RF5.0_Ni0_Cu5_C0/deliverables/152_RF5.0_Ni0_Cu5_C0_SWV_curve.png;152_RF5.0_Ni0_Cu5_C0/deliverables/152_RF5.0_Ni0_Cu5_C0_components.png;152_RF5.0_Ni0_Cu5_C0/deliverables/152_RF5.0_Ni0_Cu5_C0_baseline_zoom.png;152_RF5.0_Ni0_Cu5_C0/swv_data.csv
153;5.0;0;5;0.3;15.06;5.2e-08;0.65;1867.2435;-0.244;60.0;6.3611;3.42;546.2;0.9984;77.3;OK;153_RF5.0_Ni0_Cu5_C0;25.0;0.0;0.0;0.6024;153_RF5.0_Ni0_Cu5_C0/deliverables/153_RF5.0_Ni0_Cu5_C0_SWV_curve.png;153_RF5.0_Ni0_Cu5_C0/deliverables/153_RF5.0_Ni0_Cu5_C0_components.png;153_RF5.0_Ni0_Cu5_C0/deliverables/153_RF5.0_Ni0_Cu5_C0_baseline_zoom.png;153_RF5.0_Ni0_Cu5_C0/swv_data.csv
154;5.0;2;0;0.0;15.06;7.84e-08;0.98;4016.0861;-0.244;60.0;5.7598;6.7;599.2;0.9985;58.9;OK;154_RF5.0_Ni2_Cu0_C0;25.0;0.0;0.0;0.6024;154_RF5.0_Ni2_Cu0_C0/deliverables/154_RF5.0_Ni2_Cu0_C0_SWV_curve.png;154_RF5.0_Ni2_Cu0_C0/deliverables/154_RF5.0_Ni2_Cu0_C0_components.png;154_RF5.0_Ni2_Cu0_C0/deliverables/154_RF5.0_Ni2_Cu0_C0_baseline_zoom.png;154_RF5.0_Ni2_Cu0_C0/swv_data.csv
155;5.0;2;0;0.1;15.06;7.04e-08;0.88;3244.9736;-0.24;60.0;5.7602;6.39;507.7;0.9984;64.0;OK;155_RF5.0_Ni2_Cu0_C0;25.0;0.0;0.0;0.6024;155_RF5.0_Ni2_Cu0_C0/deliverables/155_RF5.0_Ni2_Cu0_C0_SWV_curve.png;155_RF5.0_Ni2_Cu0_C0/deliverables/155_RF5.0_Ni2_Cu0_C0_components.png;155_RF5.0_Ni2_Cu0_C0/deliverables/155_RF5.0_Ni2_Cu0_C0_baseline_zoom.png;155_RF5.0_Ni2_Cu0_C0/swv_data.csv
156;5.0;2;0;0.3;15.06;5.44e-08;0.68;1949.3527;-0.244;60.0;5.7602;6.12;318.5;0.9985;74.7;OK;156_RF5.0_Ni2_Cu0_C0;25.0;0.0;0.0;0.6024;156_RF5.0_Ni2_Cu0_C0/deliverables/156_RF5.0_Ni2_Cu0_C0_SWV_curve.png;156_RF5.0_Ni2_Cu0_C0/deliverables/156_RF5.0_Ni2_Cu0_C0_components.png;156_RF5.0_Ni2_Cu0_C0/deliverables/156_RF5.0_Ni2_Cu0_C0_baseline_zoom.png;156_RF5.0_Ni2_Cu0_C0/swv_data.csv
157;5.0;2;2;0.0;15.06;7.68e-08;0.96;3934.3506;-0.244;60.0;6.092;6.9;569.9;0.9985;60.8;OK;157_RF5.0_Ni2_Cu2_C0;25.0;0.0;0.0;0.6024;157_RF5.0_Ni2_Cu2_C0/deliverables/157_RF5.0_Ni2_Cu2_C0_SWV_curve.png;157_RF5.0_Ni2_Cu2_C0/deliverables/157_RF5.0_Ni2_Cu2_C0_components.png;157_RF5.0_Ni2_Cu2_C0/deliverables/157_RF5.0_Ni2_Cu2_C0_baseline_zoom.png;157_RF5.0_Ni2_Cu2_C0/swv_data.csv
158;5.0;2;2;0.1;15.06;6.88e-08;0.86;3170.7463;-0.244;60.0;6.0912;6.74;470.5;0.9984;65.8;OK;158_RF5.0_Ni2_Cu2_C0;25.0;0.0;0.0;0.6024;158_RF5.0_Ni2_Cu2_C0/deliverables/158_RF5.0_Ni2_Cu2_C0_SWV_curve.png;158_RF5.0_Ni2_Cu2_C0/deliverables/158_RF5.0_Ni2_Cu2_C0_components.png;158_RF5.0_Ni2_Cu2_C0/deliverables/158_RF5.0_Ni2_Cu2_C0_baseline_zoom.png;158_RF5.0_Ni2_Cu2_C0/swv_data.csv
159;5.0;2;2;0.3;15.06;5.28e-08;0.66;1892.2546;-0.24;60.0;6.0926;6.29;300.7;0.9984;76.3;OK;159_RF5.0_Ni2_Cu2_C0;25.0;0.0;0.0;0.6024;159_RF5.0_Ni2_Cu2_C0/deliverables/159_RF5.0_Ni2_Cu2_C0_SWV_curve.png;159_RF5.0_Ni2_Cu2_C0/deliverables/159_RF5.0_Ni2_Cu2_C0_components.png;159_RF5.0_Ni2_Cu2_C0/deliverables/159_RF5.0_Ni2_Cu2_C0_baseline_zoom.png;159_RF5.0_Ni2_Cu2_C0/swv_data.csv
160;5.0;2;5;0.0;15.06;7.44e-08;0.93;3804.1878;-0.244;60.0;6.5904;7.01;542.5;0.9985;63.4;OK;160_RF5.0_Ni2_Cu5_C0;25.0;0.0;0.0;0.6024;160_RF5.0_Ni2_Cu5_C0/deliverables/160_RF5.0_Ni2_Cu5_C0_SWV_curve.png;160_RF5.0_Ni2_Cu5_C0/deliverables/160_RF5.0_Ni2_Cu5_C0_components.png;160_RF5.0_Ni2_Cu5_C0/deliverables/160_RF5.0_Ni2_Cu5_C0_baseline_zoom.png;160_RF5.0_Ni2_Cu5_C0/swv_data.csv
161;5.0;2;5;0.1;15.06;6.64e-08;0.83;3059.5208;-0.24;60.0;6.5904;7.69;398.0;0.9985;68.3;OK;161_RF5.0_Ni2_Cu5_C0;25.0;0.0;0.0;0.6024;161_RF5.0_Ni2_Cu5_C0/deliverables/161_RF5.0_Ni2_Cu5_C0_SWV_curve.png;161_RF5.0_Ni2_Cu5_C0/deliverables/161_RF5.0_Ni2_Cu5_C0_components.png;161_RF5.0_Ni2_Cu5_C0/deliverables/161_RF5.0_Ni2_Cu5_C0_baseline_zoom.png;161_RF5.0_Ni2_Cu5_C0/swv_data.csv
162;5.0;2;5;0.3;15.06;5.04e-08;0.63;1800.8907;-0.24;60.0;6.5908;7.72;233.2;0.9984;78.5;OK;162_RF5.0_Ni2_Cu5_C0;25.0;0.0;0.0;0.6024;162_RF5.0_Ni2_Cu5_C0/deliverables/162_RF5.0_Ni2_Cu5_C0_SWV_curve.png;162_RF5.0_Ni2_Cu5_C0/deliverables/162_RF5.0_Ni2_Cu5_C0_components.png;162_RF5.0_Ni2_Cu5_C0/deliverables/162_RF5.0_Ni2_Cu5_C0_baseline_zoom.png;162_RF5.0_Ni2_Cu5_C0/swv_data.csv
163;5.0;5;0;0.0;15.06;7.6e-08;0.95;3878.3435;-0.244;60.0;6.1052;14.64;264.9;0.9985;61.2;OK;163_RF5.0_Ni5_Cu0_C0;25.0;0.0;0.0;0.6024;163_RF5.0_Ni5_Cu0_C0/deliverables/163_RF5.0_Ni5_Cu0_C0_SWV_curve.png;163_RF5.0_Ni5_Cu0_C0/deliverables/163_RF5.0_Ni5_Cu0_C0_components.png;163_RF5.0_Ni5_Cu0_C0/deliverables/163_RF5.0_Ni5_Cu0_C0_baseline_zoom.png;163_RF5.0_Ni5_Cu0_C0/swv_data.csv
164;5.0;5;0;0.1;15.06;6.8e-08;0.85;3128.0641;-0.244;60.0;6.1035;14.53;215.4;0.9984;66.1;OK;164_RF5.0_Ni5_Cu0_C0;25.0;0.0;0.0;0.6024;164_RF5.0_Ni5_Cu0_C0/deliverables/164_RF5.0_Ni5_Cu0_C0_SWV_curve.png;164_RF5.0_Ni5_Cu0_C0/deliverables/164_RF5.0_Ni5_Cu0_C0_components.png;164_RF5.0_Ni5_Cu0_C0/deliverables/164_RF5.0_Ni5_Cu0_C0_baseline_zoom.png;164_RF5.0_Ni5_Cu0_C0/swv_data.csv
